Satis Elemani Kodu;Код Контрагента;Контрагент;Ziyaret Gunu
JD0105;120.01.102.0022;FAYZ RUSTAM;Carsamba
JD0105;120.01.102.0056;ZINAXODJAEV MUXIDDIN D YATT;Carsamba
JD0105;120.01.110.0024;MODERN GAZ SERVIS;Pazartesi
JD0105;120.01.102.0346;MUMINOVA ZUXRA IBRAT QIZI;Cuma
JD0105;120.01.102.0233;ROHAT OILAVIY MARKET MCHJ;Carsamba
JD0105;120.01.102.0387;GUDVILL GROUP MCHJ;Persembe
JD0105;120.01.102.0240;SHAXANSHOX FAYZ OK;Persembe
JD0105;120.01.102.0508;USMANOV ABDUMALIK ILYOS OGLI;Cuma
JD0105;120.01.102.0980;DREAM FAST MCHJ;Persembe
JD0105;120.01.102.0509;DAVRANOV BIZNES MCHJ;Persembe
JD0105;120.01.102.0512;MATSKO VADIM YUREVICH YATT;Cuma
JD0105;120.01.102.0345;MAXKAMOVA MUXAYYO ZABIXULLAYEVNA;Cuma
JD0105;120.01.102.0161;SHUKRONA BIZNES 505 OK;Cuma
JD0105;120.01.102.0184;MCHJ SUXROB SAYFULLO TRADE;Cuma
JD0105;120.01.102.0503;NRR GROW MCHJ;Carsamba
JD0105;120.10.108.0616;GOLDEN FISH GROUP;Pazartesi
JD0105;120.01.104.0438;ABIDOV MX YATT;Pazartesi
JD0105;120.01.102.0005;GREEN PARK`S MARKET.MCHJ;Pazartesi
JD0105;120.01.102.0285;ATXAMJON FAYZ MCHJ;Pazartesi
JD0105;120.01.102.0006;BARNO KAPITAL XK;Pazartesi
JD0105;120.01.100.0012;DIYORA-MUMTOZ BEGIM MCHJ;Pazartesi
JD0105;120.01.102.0009;ISMATULLO OTA MCHJ;Pazartesi
JD0105;120.01.100.0013;NAFISA MUXAMMADJON SAVDO XK;Pazartesi
JD0105;120.01.100.0014;ULUGBEK ASL SAVDO MCHJ;Pazartesi
JD0105;120.01.102.0014;FARXOD SHIRIN SAVDO CHF;Pazartesi
JD0105;120.01.102.0016;ISLAMOVA DILORA YATT;Pazartesi
JD0105;120.01.102.0018;YAYPANFOOD OK.;Pazartesi
JD0105;120.01.102.0019;AZAM OTA MCHJ;Pazartesi
JD0105;120.01.102.0020;FAYZ PLUS SAVDO MCHJ;Pazartesi
JD0105;120.01.102.0024;JASORAT BARAKA BIZNES MCHJ;Pazartesi
JD0105;120.01.102.0026;LANDSCAPE OF GOLDEN VALLEY MCHJ;Pazartesi
JD0105;120.01.102.0028;MURODU MAQSAD MCHJ;Pazartesi
JD0105;120.01.102.0626;NODIR NOSIR 1 MCHJ;Pazartesi
JD0105;120.01.102.0627;NODIR NOSIR 2. .MCHJ;Pazartesi
JD0105;120.01.102.0029;BUNYODBEK ZAMON (06 10) / PANOX MCHJ;Pazartesi
JD0105;120.01.102.0030;QURUVCHI REAL SAVDO MCHJ;Pazartesi
JD0105;120.01.102.0033;RAXIMOVA NIGINA Z YATT;Pazartesi
JD0105;120.01.102.0036;FREE WAY TRADE (28 03) / ISHONCH KUCH SAVDO MCHJ 2;Pazartesi
JD0105;120.01.102.0038;BEST MEGA SEVINCH MCHJ;Pazartesi
JD0105;120.01.102.0042;SADIKOV NURMAT E YATT;Pazartesi
JD0105;120.01.102.0045;SHONAZAROV IBROXIM M YATT;Pazartesi
JD0105;120.01.102.0047;TRI KOLODETS (22 09) / (YUNUS AVTO MCHJ);Pazartesi
JD0105;120.01.102.0638;YUNUSBEK BIZNES MCHJ;Pazartesi
JD0105;120.01.102.0051;NIGMETOVA MAVJUDA M YATT;Pazartesi
JD0105;120.01.100.0042;START FAMILY MCHJ;Pazartesi
JD0105;120.01.102.0299;BRAND FIRDAVS MCHJ;Cuma
JD0105;120.01.102.0055;MUNAVVAR BARAKA GROUP MCHJ;Pazartesi
JD0105;120.01.100.0019;DANOBEK (29 08) / (DUSEBAEVA XULKAR R YATT);Pazartesi
JD0105;120.01.100.0020;MAMIROV DILMUROD M YATT;Pazartesi
JD0105;120.01.102.0060;SHARQ SAVDO YULDUZI;Pazartesi
JD0105;120.01.102.0061;AXMEDOVA MUKADDAS R YATT;Pazartesi
JD0105;120.01.102.0062;URUNOV TOXIRJON T YATT;Pazartesi
JD0105;120.01.102.0063;ASADOV A.I YATT;Pazartesi
JD0105;120.01.102.0064;KASIMOV TRADE GROUP MCHJ;Pazartesi
JD0105;120.01.102.0067;ZUFAROV DONIYOR X YATT;Pazartesi
JD0105;120.01.102.0068;SALIXODJAYEVA NARGIZA E YATT;Pazartesi
JD0105;120.01.102.0070;SHAXZODABONU BIZNES MCHJ;Pazartesi
JD0105;120.01.102.0076;OGABEK FARM MCHJ;Pazartesi
JD0105;120.01.102.0077;XUSHVAKTOVA XABIBA E XK;Pazartesi
JD0105;120.01.102.0078;SHOUSMON OTA XK;Pazartesi
JD0105;120.01.100.0021;PALMA IN GOLDS MCHJ;Pazartesi
JD0105;120.01.100.0022;XUDOYKULOVA MUYASSAR X YATT;Pazartesi
JD0105;120.01.100.0023;FARTUNE CLASS MCHJ;Pazartesi
JD0105;120.01.102.0086;OBID VA NILUFAR;Pazartesi
JD0105;120.01.100.0043;ILNUR SUERTE OK;Pazartesi
JD0105;120.01.102.0087;S AND G DESIGN MCHJ;Pazartesi
JD0105;120.01.102.0090;SHOVKATOV SHAXBOZ B YATT;Pazartesi
JD0105;120.01.102.0092;SERVER PRO MCHJ;Pazartesi
JD0105;120.01.102.0093;YULDASHEV MUXAMMAD MAXAMADALIYEVCH YATT;Pazartesi
JD0105;120.01.102.0096;SAMATOVA ZARNIGOR ANVAR QIZI (29 08) / (BREND MARKET PRO MCHJ);Pazartesi
JD0105;120.01.102.0097;MAJESTIC CONSULTOR GOLD PORT (21 10) / (USMONOV BAXTIYOR F YATT);Pazartesi
JD0105;120.01.100.0024;ILXOM PRODUСTION MCHJ;Pazartesi
JD0105;120.01.102.0099;IXLOS FARM MCHJ;Pazartesi
JD0105;120.01.102.0661;SADIYA SOLIHA BIZNES GROUP MCHJ;Pazartesi
JD0105;120.01.102.0101;KARSHIEVA GUZAL YATT;Pazartesi
JD0105;120.01.102.0102;FARHOD-SAVDO-BIZNES;Pazartesi
JD0105;120.01.102.0103;SAYF PAINT MARKET MCHJ (JAMOLOV SAYFUDDIN);Pazartesi
JD0105;120.01.102.0104;KAMALOV ANVAR F YATT;Pazartesi
JD0105;120.01.102.0106;XAMZA SAVDO MCHJ;Pazartesi
JD0105;120.01.102.0111;MOYNOQ SAXOVAT;Pazartesi
JD0105;120.01.102.0118;ARTIKBAYEVA ZIYODA IXTIYOR YTT;Pazartesi
JD0105;120.01.102.0122;RAXIMOV KAMOLIDDIN MUXTOROVICH (04 03) / MUXTOR IMKANA BUSINESS MCHJ;Pazartesi
JD0105;120.01.102.0124;ABDURAZAKOV SANJAR GAFUROVICH;Pazartesi
JD0105;120.01.102.0131;OLBERGROUPRUS MCHJ;Pazartesi
JD0105;120.01.102.0132;BIZNES SAVDO OOO;Pazartesi
JD0105;120.01.102.0133;MURENA SERVISE MCHJ;Pazartesi
JD0105;120.01.102.0135;JUMANOVA ARZIGUL R YATT;Pazartesi
JD0105;120.01.102.0137;AKMALOV LAZIZJON R YATT;Pazartesi
JD0105;120.01.102.0138;BOLTABAYEV DAVRON K YATT;Pazartesi
JD0105;120.01.102.0139;ZARIFA BIZNES YAKUBOVNA OK;Pazartesi
JD0105;120.01.102.0140;MUXSUM KARVON MCHJ;Pazartesi
JD0105;120.01.102.0144;NURLI OBIDJON OTA SAVDO;Pazartesi
JD0105;120.01.102.0300;RIZAMOV D.D YATT;Pazartesi
JD0105;120.01.100.0046;KARINA DAVRON TREYD MCHJ;Pazartesi
JD0105;120.01.102.0147;BIZNES ANALYTIC MCHJ;Pazartesi
JD0105;120.01.102.0148;DAMINOV ESHMUROD TURSUNPOLATOVICH OK;Pazartesi
JD0105;120.01.102.0302;USMONOV BIZNES SAVDO 1996 MCHJ;Pazartesi
JD0105;120.01.102.0303;BOBOMIRZAYEVA SHODIYONA HUSNIDDIN QIZI YATT;Pazartesi
JD0105;120.01.102.0304;TUXMIRZAYEVA IZZAT XXX YATT;Pazartesi
JD0105;120.01.102.0157;NURULLAYEV TOLIBAY SULTANOVICH;Pazartesi
JD0105;120.01.102.0158;BADALOV ABDUJALIL ABDUGAFUROVICH.YATT;Pazartesi
JD0105;120.01.102.0193;OGABEK BUSINESS;Pazartesi
JD0105;120.01.102.0162;XURRAMOVA NILUFAR FAXRIDDINOVNA;Pazartesi
JD0105;120.01.102.0306;OLMAZ MONTAJ MCHJ;Pazartesi
JD0105;120.01.102.0307;PASTDIKTOR;Pazartesi
JD0105;120.01.102.0309;MARINOVAL-DVOR;Pazartesi
JD0105;120.01.100.0063;JASMINA BREND CITY;Pazartesi
JD0105;120.01.102.0200;ILHOM IKROM IMPERIUM;Pazartesi
JD0105;120.01.102.0316;KOMILA ABDUMANNOP;Pazartesi
JD0105;120.01.102.0317;RAXMATULLOYEV ISLOM HAKIMBOY O‘G‘LI;Pazartesi
JD0105;120.01.102.0294;AMIROVA MOHINISO NUFTILLO YTT;Pazartesi
JD0105;120.01.102.0681;SH M START BARAKA XK;Pazartesi
JD0105;120.01.102.0318;SARVAR SAIDABRAMOV SAITMUROD OGLI;Pazartesi
JD0105;120.01.102.0250;BIZNES UNITED OOO;Pazartesi
JD0105;120.01.102.0209; MAGAZ-OK OK;Pazartesi
JD0105;120.01.102.0322; BLACK STAR NEW STAR ;Pazartesi
JD0105;120.01.102.0311;SHUHRAT KUMUSH MARKET MCHJ;Pazartesi
JD0105;120.01.104.0546;VN PREMIUM SHOP;Pazartesi
JD0105;120.01.102.0288;JASUR JAHONGIR OMAD MCHJ;Pazartesi
JD0105;120.01.102.0012;XASANOV MIRYUSUF M YATT;Pazartesi
JD0105;120.01.102.0015;SAIDOVA RANO YATT;Pazartesi
JD0105;120.01.102.0017;BEHRONA OK;Pazartesi
JD0105;120.01.100.0015;ALBATROS AVTO TRANS MCHJ;Pazartesi
JD0105;120.01.102.0037;GULANDON-BIZNES (31 01) / (MEGA BEST FEMILY MCHJ);Pazartesi
JD0105;120.01.102.0043;SATAROVA GULNOZA X YATT;Pazartesi
JD0105;120.01.102.0073;DEXQONBOEVA MUXLISA YATT;Pazartesi
JD0105;120.01.102.0080;TILABOYEV RUSTAM A YATT;Pazartesi
JD0105;120.01.102.0081;ATAXANOVA NODIRA K YATT;Pazartesi
JD0105;120.01.102.0084;BEGMATOV KOMOLIDDIN R YATT;Pazartesi
JD0105;120.01.102.0105;ZARIPOVA UMIDA F YATT;Pazartesi
JD0105;120.01.102.0125;SHIRINA MOMINA MCHJ;Pazartesi
JD0105;120.01.102.0141;AXMEDXODJAYEVA GULMIRA I YATT;Pazartesi
JD0105;120.01.102.0048;XAYRIDINOV MUXRIDDIN J YATT;Pazartesi
JD0105;120.01.100.0047;SALIYEVA DILFUZA XAMIDOVNA;Pazartesi
JD0105;120.01.102.0310;LABI SOY SAVDO;Pazartesi
JD0105;120.01.102.0291;FAST FOOD COMMERSE MCHJ;Pazartesi
JD0105;120.01.102.0308;LA BODEGA;Pazartesi
JD0105;120.01.102.0195;THE FAMILY BEKTURDIEVS MCHJ;Pazartesi
JD0105;120.01.102.0241;DIMAX MCHJ;Pazartesi
JD0105;120.01.102.0325;OOO OQ QUSH QANOTLARI;Pazartesi
JD0105;120.01.102.0212;NUR NAVO OK;Pazartesi
JD0105;120.01.102.0869;FAMILY OF FIVE LEADERS MCHJ;Pazartesi
JD0105;120.01.102.0190;NOZIMA CLASS SAVDO MCHJ;Pazartesi
JD0105;120.01.102.0011;SAMATOV DILMUROD R YATT;Pazartesi
JD0105;120.01.102.0210;BEKZOD XABIBA OOO;Pazartesi
JD0105;120.01.102.0155;UMARBEK JAVOHIR SAVDO MCHJ;Pazartesi
JD0105;120.01.102.0921;SEVEN STORE MCHJ;Pazartesi
JD0105;120.01.102.0337;GUSEV VITALIY IVANOVICH;Pazartesi
JD0105;120.01.102.0228;SOBIROV OPTOM MARKET OK;Pazartesi
JD0105;120.01.102.0342;XADICHA SUMAYYA 111 MCHJ;Pazartesi
JD0105;120.01.102.0340;ABDURAXMANOVA ASMIRA BIZNES OK;Pazartesi
JD0105;120.01.102.0934;BABYLON DISTRO;Pazartesi
JD0105;120.01.102.0505;WEST SHOP MCHJ;Pazartesi
JD0105;120.01.102.0236;MAVZUNA ZUMRAD MCHJ;Pazartesi
JD0105;120.01.102.0198;JAMSHID-AKBAR BUSSINES;Pazartesi
JD0105;120.01.100.0065;NOZIMJON ASL SAVDO N1 MCHJ;Pazartesi
JD0105;120.01.100.0066;MIRQODIROV XAKIMJON BAXTIYOR OGLI YATT;Pazartesi
JD0105;120.01.102.0344;ISFANA MCHJ;Pazartesi
JD0105;120.01.102.0197;AFTARITET BIZNESS;Pazartesi
JD0105;120.01.102.0297;PULATOV XURSHID A YATT.;Pazartesi
JD0105;120.01.100.0032;MUSURMONOV VALIJON S YATT;Pazartesi
JD0105;120.01.100.0035;SOIB MOBILE;Pazartesi
JD0105;120.01.102.0187;COMFORTMICROBUS MCHJ;Pazartesi
JD0105;120.01.104.0335;OLMOSSIENNE MCHJ;Pazartesi
JD0105;120.01.102.0510;XURRAMOV SHAXRIYOR SHUKRILLO OGLI YATT;Pazartesi
JD0105;120.10.108.0616;GOLDEN FISH GROUP;Sali
JD0105;120.01.104.0438;ABIDOV MX YATT;Sali
JD0105;120.01.102.0005;GREEN PARK`S MARKET.MCHJ;Sali
JD0105;120.01.102.0285;ATXAMJON FAYZ MCHJ;Sali
JD0105;120.01.102.0006;BARNO KAPITAL XK;Sali
JD0105;120.01.100.0012;DIYORA-MUMTOZ BEGIM MCHJ;Sali
JD0105;120.01.102.0009;ISMATULLO OTA MCHJ;Sali
JD0105;120.01.100.0013;NAFISA MUXAMMADJON SAVDO XK;Sali
JD0105;120.01.100.0014;ULUGBEK ASL SAVDO MCHJ;Sali
JD0105;120.01.102.0014;FARXOD SHIRIN SAVDO CHF;Sali
JD0105;120.01.102.0016;ISLAMOVA DILORA YATT;Sali
JD0105;120.01.102.0018;YAYPANFOOD OK.;Sali
JD0105;120.01.102.0019;AZAM OTA MCHJ;Sali
JD0105;120.01.102.0020;FAYZ PLUS SAVDO MCHJ;Sali
JD0105;120.01.102.0024;JASORAT BARAKA BIZNES MCHJ;Sali
JD0105;120.01.102.0026;LANDSCAPE OF GOLDEN VALLEY MCHJ;Sali
JD0105;120.01.102.0028;MURODU MAQSAD MCHJ;Sali
JD0105;120.01.102.0626;NODIR NOSIR 1 MCHJ;Sali
JD0105;120.01.102.0627;NODIR NOSIR 2. .MCHJ;Sali
JD0105;120.01.102.0029;BUNYODBEK ZAMON (06 10) / PANOX MCHJ;Sali
JD0105;120.01.102.0030;QURUVCHI REAL SAVDO MCHJ;Sali
JD0105;120.01.102.0033;RAXIMOVA NIGINA Z YATT;Sali
JD0105;120.01.102.0036;FREE WAY TRADE (28 03) / ISHONCH KUCH SAVDO MCHJ 2;Sali
JD0105;120.01.102.0038;BEST MEGA SEVINCH MCHJ;Sali
JD0105;120.01.102.0042;SADIKOV NURMAT E YATT;Sali
JD0105;120.01.102.0045;SHONAZAROV IBROXIM M YATT;Sali
JD0105;120.01.102.0047;TRI KOLODETS (22 09) / (YUNUS AVTO MCHJ);Sali
JD0105;120.01.102.0638;YUNUSBEK BIZNES MCHJ;Sali
JD0105;120.01.102.0051;NIGMETOVA MAVJUDA M YATT;Sali
JD0105;120.01.100.0042;START FAMILY MCHJ;Sali
JD0105;120.01.102.0055;MUNAVVAR BARAKA GROUP MCHJ;Sali
JD0105;120.01.100.0019;DANOBEK (29 08) / (DUSEBAEVA XULKAR R YATT);Sali
JD0105;120.01.100.0020;MAMIROV DILMUROD M YATT;Sali
JD0105;120.01.102.0060;SHARQ SAVDO YULDUZI;Sali
JD0105;120.01.102.0061;AXMEDOVA MUKADDAS R YATT;Sali
JD0105;120.01.102.0062;URUNOV TOXIRJON T YATT;Sali
JD0105;120.01.102.0063;ASADOV A.I YATT;Sali
JD0105;120.01.102.0064;KASIMOV TRADE GROUP MCHJ;Sali
JD0105;120.01.102.0067;ZUFAROV DONIYOR X YATT;Sali
JD0105;120.01.102.0068;SALIXODJAYEVA NARGIZA E YATT;Sali
JD0105;120.01.102.0070;SHAXZODABONU BIZNES MCHJ;Sali
JD0105;120.01.102.0076;OGABEK FARM MCHJ;Sali
JD0105;120.01.102.0077;XUSHVAKTOVA XABIBA E XK;Sali
JD0105;120.01.102.0078;SHOUSMON OTA XK;Sali
JD0105;120.01.100.0021;PALMA IN GOLDS MCHJ;Sali
JD0105;120.01.100.0022;XUDOYKULOVA MUYASSAR X YATT;Sali
JD0105;120.01.100.0023;FARTUNE CLASS MCHJ;Sali
JD0105;120.01.102.0086;OBID VA NILUFAR;Sali
JD0105;120.01.100.0043;ILNUR SUERTE OK;Sali
JD0105;120.01.102.0087;S AND G DESIGN MCHJ;Sali
JD0105;120.01.102.0090;SHOVKATOV SHAXBOZ B YATT;Sali
JD0105;120.01.102.0092;SERVER PRO MCHJ;Sali
JD0105;120.01.102.0093;YULDASHEV MUXAMMAD MAXAMADALIYEVCH YATT;Sali
JD0105;120.01.102.0096;SAMATOVA ZARNIGOR ANVAR QIZI (29 08) / (BREND MARKET PRO MCHJ);Sali
JD0105;120.01.102.0097;MAJESTIC CONSULTOR GOLD PORT (21 10) / (USMONOV BAXTIYOR F YATT);Sali
JD0105;120.01.100.0024;ILXOM PRODUСTION MCHJ;Sali
JD0105;120.01.102.0099;IXLOS FARM MCHJ;Sali
JD0105;120.01.102.0661;SADIYA SOLIHA BIZNES GROUP MCHJ;Sali
JD0105;120.01.102.0101;KARSHIEVA GUZAL YATT;Sali
JD0105;120.01.102.0102;FARHOD-SAVDO-BIZNES;Sali
JD0105;120.01.102.0103;SAYF PAINT MARKET MCHJ (JAMOLOV SAYFUDDIN);Sali
JD0105;120.01.102.0104;KAMALOV ANVAR F YATT;Sali
JD0105;120.01.102.0106;XAMZA SAVDO MCHJ;Sali
JD0105;120.01.102.0111;MOYNOQ SAXOVAT;Sali
JD0105;120.01.102.0118;ARTIKBAYEVA ZIYODA IXTIYOR YTT;Sali
JD0105;120.01.102.0122;RAXIMOV KAMOLIDDIN MUXTOROVICH (04 03) / MUXTOR IMKANA BUSINESS MCHJ;Sali
JD0105;120.01.102.0124;ABDURAZAKOV SANJAR GAFUROVICH;Sali
JD0105;120.01.102.0131;OLBERGROUPRUS MCHJ;Sali
JD0105;120.01.102.0132;BIZNES SAVDO OOO;Sali
JD0105;120.01.102.0133;MURENA SERVISE MCHJ;Sali
JD0105;120.01.102.0135;JUMANOVA ARZIGUL R YATT;Sali
JD0105;120.01.102.0137;AKMALOV LAZIZJON R YATT;Sali
JD0105;120.01.102.0138;BOLTABAYEV DAVRON K YATT;Sali
JD0105;120.01.102.0139;ZARIFA BIZNES YAKUBOVNA OK;Sali
JD0105;120.01.102.0140;MUXSUM KARVON MCHJ;Sali
JD0105;120.01.102.0144;NURLI OBIDJON OTA SAVDO;Sali
JD0105;120.01.102.0300;RIZAMOV D.D YATT;Sali
JD0105;120.01.100.0046;KARINA DAVRON TREYD MCHJ;Sali
JD0105;120.01.102.0147;BIZNES ANALYTIC MCHJ;Sali
JD0105;120.01.102.0148;DAMINOV ESHMUROD TURSUNPOLATOVICH OK;Sali
JD0105;120.01.102.0302;USMONOV BIZNES SAVDO 1996 MCHJ;Sali
JD0105;120.01.102.0303;BOBOMIRZAYEVA SHODIYONA HUSNIDDIN QIZI YATT;Sali
JD0105;120.01.102.0304;TUXMIRZAYEVA IZZAT XXX YATT;Sali
JD0105;120.01.102.0157;NURULLAYEV TOLIBAY SULTANOVICH;Sali
JD0105;120.01.102.0158;BADALOV ABDUJALIL ABDUGAFUROVICH.YATT;Sali
JD0105;120.01.102.0193;OGABEK BUSINESS;Sali
JD0105;120.01.102.0162;XURRAMOVA NILUFAR FAXRIDDINOVNA;Sali
JD0105;120.01.102.0306;OLMAZ MONTAJ MCHJ;Sali
JD0105;120.01.102.0307;PASTDIKTOR;Sali
JD0105;120.01.102.0309;MARINOVAL-DVOR;Sali
JD0105;120.01.100.0063;JASMINA BREND CITY;Sali
JD0105;120.01.102.0200;ILHOM IKROM IMPERIUM;Sali
JD0105;120.01.102.0316;KOMILA ABDUMANNOP;Sali
JD0105;120.01.102.0317;RAXMATULLOYEV ISLOM HAKIMBOY O‘G‘LI;Sali
JD0105;120.01.102.0294;AMIROVA MOHINISO NUFTILLO YTT;Sali
JD0105;120.01.102.0681;SH M START BARAKA XK;Sali
JD0105;120.01.102.0318;SARVAR SAIDABRAMOV SAITMUROD OGLI;Sali
JD0105;120.01.102.0250;BIZNES UNITED OOO;Sali
JD0105;120.01.102.0209; MAGAZ-OK OK;Sali
JD0105;120.01.102.0322; BLACK STAR NEW STAR ;Sali
JD0105;120.01.102.0311;SHUHRAT KUMUSH MARKET MCHJ;Sali
JD0105;120.01.104.0546;VN PREMIUM SHOP;Sali
JD0105;120.01.102.0288;JASUR JAHONGIR OMAD MCHJ;Sali
JD0105;120.01.102.0012;XASANOV MIRYUSUF M YATT;Sali
JD0105;120.01.102.0015;SAIDOVA RANO YATT;Sali
JD0105;120.01.102.0017;BEHRONA OK;Sali
JD0105;120.01.100.0015;ALBATROS AVTO TRANS MCHJ;Sali
JD0105;120.01.102.0037;GULANDON-BIZNES (31 01) / (MEGA BEST FEMILY MCHJ);Sali
JD0105;120.01.102.0043;SATAROVA GULNOZA X YATT;Sali
JD0105;120.01.102.0073;DEXQONBOEVA MUXLISA YATT;Sali
JD0105;120.01.102.0080;TILABOYEV RUSTAM A YATT;Sali
JD0105;120.01.102.0081;ATAXANOVA NODIRA K YATT;Sali
JD0105;120.01.102.0084;BEGMATOV KOMOLIDDIN R YATT;Sali
JD0105;120.01.102.0105;ZARIPOVA UMIDA F YATT;Sali
JD0105;120.01.102.0125;SHIRINA MOMINA MCHJ;Sali
JD0105;120.01.102.0141;AXMEDXODJAYEVA GULMIRA I YATT;Sali
JD0105;120.01.102.0048;XAYRIDINOV MUXRIDDIN J YATT;Sali
JD0105;120.01.100.0047;SALIYEVA DILFUZA XAMIDOVNA;Sali
JD0105;120.01.102.0310;LABI SOY SAVDO;Sali
JD0105;120.01.102.0291;FAST FOOD COMMERSE MCHJ;Sali
JD0105;120.01.102.0308;LA BODEGA;Sali
JD0105;120.01.102.0195;THE FAMILY BEKTURDIEVS MCHJ;Sali
JD0105;120.01.102.0241;DIMAX MCHJ;Sali
JD0105;120.01.102.0325;OOO OQ QUSH QANOTLARI;Sali
JD0105;120.01.102.0212;NUR NAVO OK;Sali
JD0105;120.01.102.0869;FAMILY OF FIVE LEADERS MCHJ;Sali
JD0105;120.01.102.0190;NOZIMA CLASS SAVDO MCHJ;Sali
JD0105;120.01.102.0011;SAMATOV DILMUROD R YATT;Sali
JD0105;120.01.102.0210;BEKZOD XABIBA OOO;Sali
JD0105;120.01.102.0155;UMARBEK JAVOHIR SAVDO MCHJ;Sali
JD0105;120.01.102.0921;SEVEN STORE MCHJ;Sali
JD0105;120.01.102.0337;GUSEV VITALIY IVANOVICH;Sali
JD0105;120.01.102.0228;SOBIROV OPTOM MARKET OK;Sali
JD0105;120.01.102.0342;XADICHA SUMAYYA 111 MCHJ;Sali
JD0105;120.01.102.0340;ABDURAXMANOVA ASMIRA BIZNES OK;Sali
JD0105;120.01.102.0934;BABYLON DISTRO;Sali
JD0105;120.01.102.0505;WEST SHOP MCHJ;Sali
JD0105;120.01.102.0236;MAVZUNA ZUMRAD MCHJ;Sali
JD0105;120.01.102.0198;JAMSHID-AKBAR BUSSINES;Sali
JD0105;120.01.100.0065;NOZIMJON ASL SAVDO N1 MCHJ;Sali
JD0105;120.01.100.0066;MIRQODIROV XAKIMJON BAXTIYOR OGLI YATT;Sali
JD0105;120.01.102.0344;ISFANA MCHJ;Sali
JD0105;120.01.102.0197;AFTARITET BIZNESS;Sali
JD0105;120.01.102.0297;PULATOV XURSHID A YATT.;Sali
JD0105;120.01.100.0032;MUSURMONOV VALIJON S YATT;Sali
JD0105;120.01.100.0035;SOIB MOBILE;Sali
JD0105;120.01.102.0187;COMFORTMICROBUS MCHJ;Sali
JD0105;120.01.104.0335;OLMOSSIENNE MCHJ;Sali
JD0105;120.01.102.0510;XURRAMOV SHAXRIYOR SHUKRILLO OGLI YATT;Sali
JD0105;120.10.108.0616;GOLDEN FISH GROUP;Carsamba
JD0105;120.01.104.0438;ABIDOV MX YATT;Carsamba
JD0105;120.01.102.0005;GREEN PARK`S MARKET.MCHJ;Carsamba
JD0105;120.01.102.0285;ATXAMJON FAYZ MCHJ;Carsamba
JD0105;120.01.102.0006;BARNO KAPITAL XK;Carsamba
JD0105;120.01.100.0012;DIYORA-MUMTOZ BEGIM MCHJ;Carsamba
JD0105;120.01.102.0009;ISMATULLO OTA MCHJ;Carsamba
JD0105;120.01.100.0013;NAFISA MUXAMMADJON SAVDO XK;Carsamba
JD0105;120.01.100.0014;ULUGBEK ASL SAVDO MCHJ;Carsamba
JD0105;120.01.102.0014;FARXOD SHIRIN SAVDO CHF;Carsamba
JD0105;120.01.102.0016;ISLAMOVA DILORA YATT;Carsamba
JD0105;120.01.102.0018;YAYPANFOOD OK.;Carsamba
JD0105;120.01.102.0019;AZAM OTA MCHJ;Carsamba
JD0105;120.01.102.0020;FAYZ PLUS SAVDO MCHJ;Carsamba
JD0105;120.01.102.0024;JASORAT BARAKA BIZNES MCHJ;Carsamba
JD0105;120.01.102.0026;LANDSCAPE OF GOLDEN VALLEY MCHJ;Carsamba
JD0105;120.01.102.0028;MURODU MAQSAD MCHJ;Carsamba
JD0105;120.01.102.0626;NODIR NOSIR 1 MCHJ;Carsamba
JD0105;120.01.102.0627;NODIR NOSIR 2. .MCHJ;Carsamba
JD0105;120.01.102.0029;BUNYODBEK ZAMON (06 10) / PANOX MCHJ;Carsamba
JD0105;120.01.102.0030;QURUVCHI REAL SAVDO MCHJ;Carsamba
JD0105;120.01.102.0033;RAXIMOVA NIGINA Z YATT;Carsamba
JD0105;120.01.102.0036;FREE WAY TRADE (28 03) / ISHONCH KUCH SAVDO MCHJ 2;Carsamba
JD0105;120.01.102.0038;BEST MEGA SEVINCH MCHJ;Carsamba
JD0105;120.01.102.0042;SADIKOV NURMAT E YATT;Carsamba
JD0105;120.01.102.0045;SHONAZAROV IBROXIM M YATT;Carsamba
JD0105;120.01.102.0047;TRI KOLODETS (22 09) / (YUNUS AVTO MCHJ);Carsamba
JD0105;120.01.102.0638;YUNUSBEK BIZNES MCHJ;Carsamba
JD0105;120.01.102.0051;NIGMETOVA MAVJUDA M YATT;Carsamba
JD0105;120.01.100.0042;START FAMILY MCHJ;Carsamba
JD0105;120.01.102.0055;MUNAVVAR BARAKA GROUP MCHJ;Carsamba
JD0105;120.01.100.0019;DANOBEK (29 08) / (DUSEBAEVA XULKAR R YATT);Carsamba
JD0105;120.01.100.0020;MAMIROV DILMUROD M YATT;Carsamba
JD0105;120.01.102.0060;SHARQ SAVDO YULDUZI;Carsamba
JD0105;120.01.102.0061;AXMEDOVA MUKADDAS R YATT;Carsamba
JD0105;120.01.102.0062;URUNOV TOXIRJON T YATT;Carsamba
JD0105;120.01.102.0063;ASADOV A.I YATT;Carsamba
JD0105;120.01.102.0064;KASIMOV TRADE GROUP MCHJ;Carsamba
JD0105;120.01.102.0067;ZUFAROV DONIYOR X YATT;Carsamba
JD0105;120.01.102.0068;SALIXODJAYEVA NARGIZA E YATT;Carsamba
JD0105;120.01.102.0070;SHAXZODABONU BIZNES MCHJ;Carsamba
JD0105;120.01.102.0076;OGABEK FARM MCHJ;Carsamba
